,trace,Adduser,Hydra_FTP,Hydra_SSH,Java_Meterpreter,Meterpreter,Web_Shell
1508,168 265 168 146 168 168 265 168 168 265 168 168 168 168 168 265 146 168 265 265 3 168 168 146 168 168 168 168 146 168 168 3 168 265 168 168 265 168 168 168 265 168 168 168 168 168 265 168 265 168 146 265 146 168 3 3 168 168 168 3 146 168 168 168 265 168 265 146 168 168 168 3 168 168 3 168 168 168 168 168 146 168 168 168 265 168 168 265 168 265 146 168 265 168 168 168 3 3 168 265 146 3 168 265 146 3 265 168 168 265 265 168 168 168 168 168 168 168 265 168 265 265 168 168 168 3 265 265 168 168 168 265 168 146 168 265 168 265 146 265 3 168 3 3 146 265 265 146 265 168 168 3 168 265 3 168 3 168 265 168 265 168 265 168 265 168 168 265 265 3 265 146 168 168 168 168 168 146 265 168 168 265 168 3 168 3 168 3 168 265 168 3 78 168 168 265 3 265 168 265 168 3 146 265 168 265 168 168 3 265 265 168 265 168 146 168 265 3 168 3 168 3 168 168 3 146 168 3 265 168 3 168 3 146 168 168 265 168 168 265 3 168 3 3 168 3 168 3 168 265 265 168 265 168 146 3 265 146 265 3 3 168 168 168 168 168 146 168 168 168 3 146 3 168 168 265 3 168 168 3 168 265 4 19 146 3 168 146 168 168 168 3 168 168 3 168 168 3 265 168 3 3 3 265 146 168 265 168 168 3 168 146 3 168 265 3 265 3 265 168 3 168 146 168 168 265 3 265 146 3 168 168 265 3 168 3 168 168 168 3 168 265 265 3 265 265 265 265 3 3 265 3 265 265 168 168 168 3 168 3 3 168,0,0,0,1,0,0
1509,114 162 162 162 162 162 162 162 162 162 162 114 162 162 162 162 114 162 162 114 162 162 114 162 114 162 162 162 162 162 162 162 162 162 114 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 114 162 114 114 114 114 162 162 114 162 162 162 162 162 162 162 162 162 162 162 162 114 162 162 114 114 162 114 162 162 162 162 114 162 162 162 114 162 162 162 162 162 162 162 162 162 162 114 162 114 162 114 114 114 114 114 114 162 162 114 162 162 162 162 162 162 114 162 162 162 162 162 162 162 162 162 162 114 162 162 162 114 114 114 162 162 114 114 162 162 114 162 162 114 162 162 162 114 162 162 162 162 162 162 114 162 162 162 162 162 162 162 162 162 162 162 114 162 162 114 114 162 114 114 162 162 162 114 162 162 162 162 114 114 162 162 162 114 162 162 162 114 162 162 162 114 162 114 162 162 162 162 114 162 114 162 162 162 162 162 114 162 162 162 162 114 114 162 162 162 114 114 162 162 162 162 162 162 114 162 162 162 162 114 114 162 162 162 162 162 114 114 162 114 162 162 162 162 162 162 114 162 162 162 162 162 162 162 162 162 162 114 162 162 162 162 114 162 162 162 114 162 162 162 162 162 114 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 162 114 162 114 114 162 162 162 162 114 162 162 114 162 162 162 162 114 162 162 162 114 162 162 162 114 162 114 162 114 162 162 162 162 162 114 162 162 162 162 162 114 162 162 162 162 162 162 162 162 162 162 162 114 162 114 162 162 114 114 114 114 162 162 162 114 114 162 162 162 114 114 162 162 114 162 162 162 162 162 162 114 162 114 162 162 162 162 114 114 162 162 162 162 162 162 114 162 162 162 162 162 114 114 162 114 162 114 162 162 162 162 162 162 162 114 162 162 114 114 162 114 114 162 162,0,0,0,1,0,0
1510,311 5 122 78 78 192 91 192 91 192 192 192 192 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 192 192 78 78 78 78 78 78 78 78 192 78 78 78 78 240 78 78 78 78 140 3 78 78 78 78 78 78 78 78 78 3 78 78 78 78 78 140 78 78 78 78 78 140 78 240 78 91 3 78 3 78 140 140 78 78 78 78 140 78 78 78 78 78 78 78 78 140 78 3 140 78 78 78 78 78 78 78 78 3 78 78 140 78 78 78 78 78 78 195 140 78 78 78 78 78 78 78 78 78 78 78 78 78 140 78 78 78 78 78 195 195 78 78 78 78 78 78 78 78 78 140 78 78 3 78 78 78 78 78 78 140 78 78 78 78 195 78 78 78 240 192 120 240 78 140 78 3 78 78 78 3 3 78 78 195 5 78 78 78 78 78 5 3 78 3 78 78 78 78 78 78 78 196 78 3 78 78 78 78 78 78 78 78 78 78 195 195 195 195 195 195 195 195 195 5 78 78 3 78 78 78 140 125 5 78 78 78 78 125 78 3 78 78 78 3 78 78 140 3 140 78 78 78 3 78 78 78 197 78 78 78 78 78 78 78 78 78 102 78 78 78 78 102 78 78 78 78 78 78 78 78 3 240 3 78 240 78 3 78 3 78 140 78 78 78 125 78 3 3 4 78 78 3 3 125 78 78 78 78 78 78 78 78 140 195 78 78 102 102 102 102 102 102 102 78 78 78 140 78 78 78 78 78 140 3 78 78 140 78 125 195 78 195 140 3 140 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 195 140 3 140 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 3 195 102 102 102 102 102 102 78 13 5 78 78 102 140 78 78 6 3 122 78 102 102 102 78 78 78 78 192 120 102 78 102 102 102 4 102 102 102 102 102 102 197 240 102 102 102 102 102 102 102 102 102 102 102 102 102 4 102 102 102 102 102 102 102 102,0,0,0,1,0,0
1511,5 91 196 125 91 5 201 3 78 78 192 125 3 192 192 192 78 78 125 120 125 192 78 78 78 78 78 140 78 78 140 78 78 140 78 3 78 78 78 3 78 3 78 78 78 78 78 78 78 45 120 78 78 78 3 78 78 78 78 78 78 78 78 78 78 140 78 78 78 78 140 78 78 78 78 78 78 78 140 3 78 78 78 78 78 78 78 78 78 3 6 91 78 78 78 78 140 3 78 78 78 78 78 78 78 140 3 140 3 78 78 78 78 140 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 140 78 78 78 78 78 78 78 78 78 78 78 78 78 3 78 78 78 78 78 3 78 78 78 78 78 140 78 78 78 78 78 5 78 78 195 3 78 78 78 3 78 78 78 78 78 78 78 78 140 78 140 78 78 78 78 78 78 78 78 196 78 240 240 78 78 78 78 78 78 140 78 78 78 78 78 78 78 78 78 78 78 5 240 40 78 78 240 78 78 78 78 140 78 78 78 78 78 3 78 78 3 78 78 78 78 78 78 78 78 78 3 78 140 78 78 78 3 3 3 78 78 78 78 78 78 78 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 195 195 196 78 195 196 195 195 78 195 78 78 140 78 140 3 78 240 3 78 78 78 78 78 140 78 78 78 78 78 3 3 78 78 78 78 195 3 78 78 78 78 78 78 78 78 78 78 140 78 78 140 78 78 78 3 78 10,0,0,0,1,0,0
1512,240 120 192 120 240 140 78 78 78 78 140 3 3 78 78 78 78 78 78 78 78 3 78 3 78 78 78 78 78 78 78 78 78 78 140 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 5 5 78 78 78 78 78 78 78 3 140 78 78 78 78 78 140 3 78 78 140 78 78 78 78 3 78 78 140 3 78 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 3 140 78 78 78 78 78 140 78 78 78 78 78 78 140 78 78 78 3 140 3 78 78 5 197 221 78 78 78 78 78 3 78 78 78 78 78 78 78 140 78 78 78 78 78 78 78 78 78 140 3 140 3 78 78 78 78 78 78 78 3 192 240 174 192 78 192 125 78 78 78 78 78 78 78 78 78 78 78 78 3 78 78 78 78 195 78 78 78 3 78 78 78 78 78 78 78 140 3 78 78 78 78 78 78 78 78 78 78 78 3 3 78 78 78 78 78 78 78 78 140 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 196 197 195 195 195 195 195 78 78 195 195 78 197 140 140 140 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 140 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 5 197 6 78 78 78 78 78 78 78 78 78 78 78 195 78 78 78 78 78 78 78 78 3 78 140 3 140 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 196 39 5 197 3 4 3 78 78 78 78 78 78 78 78 78 78 140 3 140 3 78 78 78 78 78 78 78 78 78 78 140 3 140 3 78 78 78 5 4 78 78 195 78 78 3 78 78 78 78 78 78 78 192 240 240 78 78 78 6 265,0,0,0,1,0,0
1513,240 240 240 240 240 78 240 240 240 240 240 265 240 240 78 265 78 240 78 240 78 78 265 78 265 240 240 78 78 78 78 240 78 240 78 240 240 78 240 240 240 240 240 78 240 78 78 78 240 240 240 265 78 78 78 78 240 240 240 240 240 240 78 265 78 265 240 78 240 240 78 240 240 78 240 265 240 240 78 265 240 240 78 265 265 240 265 240 240 265 240 240 240 240 240 78 240 240 240 240 240 240 240 78 78 240 78 78 78 240 265 240 240 240 240 78 240 240 240 78 78 78 240 240 78 240 240 240 265 240 240 240 265 240 265 78 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 78 240 78 78 78 240 78 240 78 78 78 240 240 265 78 240 240 240 265 240 240 240 265 240 240 265 78 265 240 240 240 78 240 78 240 240 78 240 240 78 78 240 78 240 78 240 240 240 78 240 240 240 240 265 265 265 240 240 240 240 240 78 240 78 78 78 240 240 240 240 240 240 240 240 240 240 240 78 240 78 78 240 78 265 240 78 240 240 78 78 78 240 265 240 240 240 240 240 240 240 78 240 265 240 240 265 240 78 240 240 240 240 240 240 240 240 240 240 240 78 78 78 78 240 240 240 240 240 78 240 240 78 78 240 240 240 78 240 240 240 240 240 240 78 240 240 240 265 240 78 78 240 240 265 240 265 240 265 265 240 240 265 240 240 240 240 265 240 265 78 265 240 240 240 240 240 240 240 240 78 240 240 240 240 240 240 240 265 240 265 240 265 78 240 240 265 240 78 240 240 78 240 240 240 240 240 78 240 240 78 78 78 240 240 240 240 240 240 240 240 240 240 240 240 78 240 78 265 240 240 240 240 240 240 240 240 240 78 240 240 240 78 240 78 240 78 240 240 240 240 240 240 240 240 78 240 240 240 265 240 240 240 265 78 240 78 240 78 240 78 240 240 240 78 240 240 240 240 240 78 240 78 265 240 240 78 78 240 240 78 78 240 240 240 265 78 265 240 265 240 240 78 265 240 78 78 78 78 78 78 78 78 78 240 265 240 240 240 240 240 240 78 240 265 240 78 240 265 240 240 78 265 265 240 78 240 240 240 78 78 240 265 78 78 265 240 240 78 240 240 240 240 78 240 240 240 240 240 240 240 78 240 240 240 240 78 240 78 240 78 265 265 240 78 240 240 240 240 240 240 265 240 240 240 240 240 78 78 240 240 240 240 78 78 240 78 78 78 78 78 78 78 78 78 78 78 240 240 240 265 240 240 265 240 78 240 240 240 78 78 240 240 78 78 78 265 78 240 240 265 240 240 240 240 240 240 240 78 240 78 240 240 240 240 240 240 240 240 240 240 240 78 78 240 265 240 240 78 240 78 240 78 78 240 78 240 240 240 240 240 78 78 265 240 78 265 240 240 265 240 265 240 240 240 78 78 78 240 240 240 265 265 240 240 265 240 78 240 240 78 240 240 240 240 240 240 78 78 265 240 265 240 240 78 240 240 78 240 240 240 240 240 78 240 240 265 78 240 240 240 240 240 240 240 240 240 240 240 240 240 78 265 265 240 240 240 240 240 240 78 240 240 240 240 240 265 240 78 240 240 240 240 240 240 240 78 240 240 240 240 240 240 265 78 240 240 240 240 240 240 240 240 78 78 78 240 240 240 240 240 240 240 78 265 265 240 265 240 265 78 78 240 240 240 240 265 240 78 240 78 240 240 240 265 240 240 240 240 78 240 78 78 78 78 240 240 240 78 240 240 265 240 265 240 240 240 265 240 240 240 240,0,0,0,1,0,0
1514,5 5 5 3 6 5 3 5 5 192 3 5 3 5 3 5 6 5 5 3 197 91 5 6 3 3 91 5 5 91 5 3 6 5 162 3 5 91 3 5 3 5 5 6 3 5 3 91 5 6 5 5 91 192 5 5 3 5 5 5 5 3 5 5 5 91 5 5 5 91 78 5 5 6 3 197 3 91 5 5 6 5 192 6 3 5 5 91 5 5 141 3 3 192 3 5 6 5 5 5 5 5 6 5 6 3 3 91 6 5 91 3 141 3 5 5 5 5 197 5 3 3 5 5 5 197 3 3 3 3 3 3 5 192 5 91 197 3 3 5 197 5 5 6 5 5,0,0,0,1,0,0
1515,265 3 168 43 168 168 43 265 168 265 43 3 168 168 3 168 265 265 265 340 168 43 265 168 168 168 168 168 43 168 3 265 265 265 168 43 168 168 3 168 168 3 265 265 265 265 168 265 43 3 265 43 265 3 265 3 3 3 168 3 265 265 3 265 168 168 168 168 168 265 265 168 43 3 265 265 265 265 43 3 168 265 265 3 168 265 168 265 3 265 168 43 3 168 3 168 3 3 265 265 265 265 265 3 168 43 3 3 168 265 265 168 3 168 168 3 265 265 168 43 168 265 43 43 265 43 168 168 265 43 3 265 43 168 265 168 168 265 168 168 168 3 43 43 265 265 43 168 168 168 265 265 168 265 3 265 168 265 3 265 265 43 43 168 265 265 3 168 3 3 43 3 3 168 3 265 265 265 265 3 265 168 43 3 265 340 168 265 168 168 3 3 3 43 265 265 265 168 265 43 265 168 265 3 265 265 3 43 195 168 168 265 43 168 3 168 168 265 168 168 265 168 265 3 265 168 265 3 168 168 43 168 265 43 3 168 3 43 265 168 265 265 265 3 43 3 43 265 3 3 168 168 265 168 43 265 168 43 265 3 168 168 265 265 3 168 3 265 3 265 265 3 3 168 3 3 168 265 168 168 168 168 168 265 265 265 265 168 3 168 265 168 168 168 168 168 265 265 265 3 265 3 168 168 3 265 43 168 265 43 265 265 3 265 3 168 168 3 168 168 265 3 265 3 43 265 43 168 168 168 3 168 43 168 265 168 168 168 3 3 265 168 168 168 265 3 168 3 168 168 265 3 168 265 3 168 265 168 265 168 3 265 3 195 3 265 168 168 3 265 168 265 3 168 168 265 265 168 3 168 265 265 3 265 265 168 3 3 265 265 3 3 168 3 265 265 265 3 168 3 265 168 265 168 265 168 168 265 43 43 3 168 265 168 43 43 168 168 168 3 3 265 265 265 168 265 43 265 168 265 168 265 265 168 265 3 3 43 3 3 168 168 265 168 168 3 168 265 340 265 3 265 265 168 168 265 168 168 3 168 265 265 265 3 3 168 3 3 265 265 168 265 265 43 265 168 265 168 168 168 168 168 168 3 168 265 265 168 265 265 265 3 168 168 3 265 168 43 265 168 168 265 168 168 265 3 3 168 265 265 265 3 3 3 265 43 265 168 168 168 168 3 43 265 340 265 168 3 3 168 168 265 168 168 265 168 3 168 168 265 168 168 265 3 43 265 168 3 265 168 265 168 265 3 168 168 265 3 168 168 43 265 3 265 3 265 168 168 3 168 340 265 168 265 3 168 265 168 265 168 3 265 43 43 3 168 168 168 265 265 168 265 3 168 265 265 168 43 3 265 43 3 3 340 3 3 265 265 265 168 3 3 265 168 265 3 43 3 3 43 265 43 3 168 3 3 43 3 3 43 168 168 168 3 3 168 3 168 3 3 265 168 168 168 168 265 43 3 265 265 265 265 265 168 265 265 265 168 168 265 168 265 3 3 3 3 265 168 3 265 3 3 265 3 265 168 168 3 265 43 43 265 265 168 43 265 168 43 265 3 168 3 265 43 265 265 265 168 168 43 43 3 3 265 265 265 3 265 168 265 43 3 43 168 3 3 168 265,0,0,0,1,0,0
1516,221 198 203 101 198 203 101 198 203 101 198 203 101 198 203 101 198 203 101 198 203 101 198 203 101 198 203 101 198 203 93 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 63 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 63 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113 113 113 172 113 113 113 98 98 172 113 113 198 25 25 203 172 113 113 209 57 172 113,0,0,0,0,1,0
1517,221 214 222 56 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 67 67 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 226 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 222 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 56 56 56 56 56 56 56 56 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 222 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 226 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 215 215 226 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 226 222 222 222 222 57 56 63 222 226 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 226 222 222 222 222 57 222 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 222 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 215 215 226 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 222 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 222 57 56 63 222 222 222 222 57 56 63 222 222 222 222 57 222 222 222 222 222 222 222 222 293 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 222 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 222 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 222 226 261 215 278 214 214 98 98 43 43 56 63 63 57 56 63 57 56 63 63 57 56 61 56 63 63 57 61 57 56 63 57 56 63 63 63 57 167 167 167 167 167 167 214 214 278 98 98 98 98 98 98 98 98 98 214 98 56 98 63 56 63 63 57 63 63 63 63 57 98 98 98 98 56 63 222 222 222 222 57 226 98 98 98 179 98 98 98 214 214 214 214 98 172 278 172 172 172 172 172 172 172 172 172 172 174 175 176 177 56 214 61 56 63 222 222 222 222 57 226 61 214 57 56 63 57 172 56 46 222 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 56 63 57 160 98 222 222 64 29 56 63 62 63 57 64 64 56 64 64 64 64 64 64 64 64 174 198 203 57 198 203 57 56 63 63 57 56 62 63 57 56 63 63 57 56 63 56 61 61 57 63 57 198 25 203 64 215 215 172 98,0,0,0,0,1,0
